country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48316,3.58273,3.5526800000000005,3.69306,3.71728,4.1833800000000005,4.50033,4.51473,4.3895,4.65605,4.91194,5.2591,5.1291,5.19005,5.20558,5.50028,5.23647,4.91779,4.73579,4.66209,4.236280000000001,4.14609
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01661,0.01793,0.01765,0.01815,0.0223,0.03347,0.03701,0.0348,0.03404,0.9476399999999999,1.07007,1.01752,0.9828899999999999,0.9269200000000001,1.03729,0.8791700000000001,2.05156,2.61737,2.23806,1.91828,1.67091,1.9016400000000002,1.71148,1.83542,1.8370400000000002,1.87212,1.90576,1.90583,2.0154900000000002,2.14233,2.21034,2.3043400000000003,2.4407,2.4593,2.8673900000000003,2.8521099999999997,3.0514099999999997,3.15983,3.24316,3.19238,3.3130599999999997,3.4809900000000003,3.09433,3.25448,3.23066,3.3010099999999998,3.30595,3.4331199999999997,3.4078699999999995,3.16491,2.78045,2.92322,2.72074,2.97092,2.3571299999999997,2.464,2.24058,2.21855,2.28594,2.3460900000000002,2.2822400000000003,2.3325400000000003,2.2722900000000004,2.22433,2.3092,2.43053,2.37436,2.69619,2.6461200000000002,3.3932800000000003,3.17786,3.18739,3.46191
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.49705,34.051829999999995
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54182,0.56424,0.62242,0.71414,0.85126,0.8509899999999999,1.25039,1.48813,1.37116,1.46802,1.54877,1.50129,1.56774,1.70672,1.72995,1.98174,2.1236599999999997,2.30677,2.71405,2.75854,2.7786,3.03557,3.83015,3.93738,2.99688,3.0473,3.74738,4.01085,4.1717900000000006,4.4160900000000005,4.6809199999999995,4.42124,4.48453,4.46398,4.56154,4.40817,4.97749,5.69733,5.60597,5.78038,5.7060699999999995,5.9883,6.47091,6.6543399999999995,6.7406,6.29265,6.7980100000000006,6.5781,7.05439,6.88968,7.34665,7.119910000000001,7.16582,7.76203,7.21908,7.26525,7.42922,7.70902,7.9631,7.43766,6.98327,6.6493899999999995,6.12679,5.20941
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031760000000000004,0.10404000000000001,0.17622000000000002,0.24786999999999998,0.31899,0.38959,0.45966999999999997,0.52882,0.59787,0.6664100000000001,0.73444,0.80197,0.8685700000000001,0.9351,1.0011299999999999,1.06666,1.83706,1.9231599999999998,2.0086,2.15062,2.27014,2.38876,2.43382,2.59012,2.66554,2.78841,2.92064,3.0566,3.26417,3.44319,3.6688099999999997,3.7898,3.83324,3.90406,3.98739,4.12326,4.20926,4.4386,4.5212,4.62162,4.5713,4.75906,4.8051,4.87751,4.907109999999999,5.0331,5.2368,5.483630000000001,5.5643400000000005,5.510190000000001,5.4328199999999995,5.48157,5.81117,6.05622,5.501,5.4688099999999995,5.7994,5.43353,4.61562,4.3445800000000006,4.293080000000001,4.1079099999999995,3.65286,3.8468199999999997,4.7043800000000005,4.4111,4.45616,4.7647,4.99834,5.5709,4.89319,4.5616,3.9612300000000005,3.6096800000000004,3.59251,3.6848699999999996,3.98901,4.8141,5.49608,6.01627,6.755960000000001,6.77528,7.28072,8.00908,7.60837,4.023,4.98879,5.64082,6.07425,6.3621300000000005,6.50706,6.855110000000001,7.24817,7.43562,7.8699,8.10811,8.64753,8.98729,9.778210000000001,9.74729,10.34988,11.1772,11.84627,12.39532,12.84431,12.480080000000001,12.396360000000001,12.374139999999999,12.95694,13.75785,15.75339,16.47917,16.56116,16.5417,16.63627,17.30248,17.86477,18.28254,18.33974,17.77617,17.927139999999998,17.70852,17.54006,17.58871,18.209870000000002,17.982329999999997,18.11705,17.97543,17.68443,17.09652,15.980929999999999,14.73112,13.36991,12.8279,12.15952,11.97997,12.1401,12.35253,11.898710000000001,10.891010000000001,12.06644,12.075999999999999,11.71016,11.95168,11.434000000000001,11.73878,11.88693,11.93474,11.22218,10.29118,10.618960000000001,10.14792,9.58048,9.35502
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02762,0.09037,0.15292,0.21488000000000002,0.27626999999999996,0.33707,0.3973,0.4566,0.51571,0.57425,0.6322300000000001,0.68935,0.7455,0.8014100000000001,0.85674,0.9114700000000001,1.56748,1.63852,1.7088,1.82692,1.92562,2.02325,2.05838,2.1873400000000003,2.2477099999999997,2.34786,2.45558,2.5661,2.73632,2.88214,3.0664700000000003,3.1551299999999998,3.17873,3.22472,3.2805699999999995,3.3789999999999996,3.4359,3.6088400000000003,3.6615300000000004,3.7281199999999997,3.6730099999999997,3.81224,3.83742,3.8834,3.89509,3.98295,4.13154,4.31312,4.36329,4.30769,4.2342900000000006,4.25959,4.5023,4.67822,4.27728,4.28023,4.56883,4.30875,3.68424,3.4907,3.4720199999999997,3.327,2.93523,3.07114,3.7358300000000004,3.4835599999999998,3.50435,3.73771,3.91285,4.35278,3.81529,3.54742,3.07302,2.79514,2.77914,2.8496599999999996,3.08584,3.72689,4.21957,4.61062,5.1858699999999995,5.2347,5.68224,6.290430000000001,5.97501,3.26974,4.45899,5.3731,5.7248,6.0181,6.17131,6.501,6.867999999999999,7.04264,7.44428,7.6444399999999995,8.11818,8.39724,9.09591,9.04381,9.582310000000001,10.30608,10.92036,11.41272,11.78968,11.410919999999999,11.28483,11.21957,11.70122,12.45556,14.24559,14.881210000000001,14.94305,14.909839999999999,14.973479999999999,15.54861,16.03499,16.40075,16.444329999999997,15.920370000000002,16.03368,15.803579999999998,15.610579999999999,15.598320000000001,16.08994,15.840779999999999,15.925839999999999,15.7707,15.4943,14.964770000000001,13.982520000000001,12.882810000000001,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09746,0.1115,0.14615,0.15743,0.11835999999999999,0.21202,0.18284,0.22748000000000002,0.20545,0.21723,0.23153,0.29212,0.28595,0.40260999999999997,0.40615999999999997,0.29724,0.37455,0.31997,0.457,0.39007,0.42891999999999997,0.36522,0.56457,0.51746,0.5000899999999999,0.58603,0.50561,0.60593,0.6242800000000001,0.59454,0.595,0.63613,0.73965,0.7741600000000001,0.75549,0.70892,0.7923100000000001,0.8950799999999999,0.9389200000000001,0.9979600000000001,1.13758,1.12037,1.16072,1.09851,1.11459,1.2428,1.3162,1.25153,1.3359299999999998,1.36299,1.27958,1.43754,1.47156,1.7774599999999998,1.8795,1.9251099999999999,2.07681,2.01158,2.06798,2.09963,2.1602,2.30586,2.2189400000000004,2.38915,2.10354,2.57802,2.81605,2.5521599999999998,2.68621,3.14854,3.1958900000000003,3.2378,3.4242199999999996,3.30617,2.37689,2.7433400000000003,2.57422,2.2201299999999997,2.06941,2.90728,3.13896,3.64395,3.13246,3.03467,3.8376,3.5943199999999997,4.30349,3.9016599999999997,4.015969999999999,3.7297599999999997,3.68382,3.9977300000000002,4.13108,4.24297,4.35032,3.87733,4.28822,3.87143,4.50764,4.2237599999999995,5.22656,5.07721,3.4745,4.3059400000000005,5.17897,4.07796,3.99433,5.15603,5.09278,5.27484,5.29175,5.80457,6.10176,5.9088199999999995,5.54531,5.930280000000001,5.7270900000000005,6.50052,6.87753,7.9419,8.685939999999999,9.1428,9.31328,10.45073,10.15702,10.95928,12.12578,12.59503,11.50232,11.953619999999999,11.81488,10.92742,11.01966,11.83664,12.13551,11.96209,12.30804,11.782,10.10464,10.48077,9.801,9.94205,11.74703,11.51747,11.40201,10.75906,9.510010000000001,9.77096,11.692219999999999,10.503730000000001,10.99301,11.70433,10.9252,13.736089999999999,11.66497,11.23802,10.36638,9.6147,9.88172,9.693439999999999,10.40204,9.37204,8.69208,10.10563,9.19184,8.53996,8.0572,8.401489999999999,7.28786,6.49935,6.76772
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17742,0.40542,0.39641,0.44261000000000006,0.48617,0.52687,0.41026999999999997,0.5969899999999999,0.62429,0.46053999999999995,0.48225,0.49718,0.50602,0.65592,0.78388,1.05251,1.13401,0.6697,0.86145,0.56263,0.87265,0.95255,1.06392,0.94295,0.94724,0.88321,0.7964,0.7132,0.6543100000000001,1.07954,0.9704,0.8024600000000001,0.9053700000000001,0.88655,0.8700200000000001,0.84854,0.8372700000000001,0.8004399999999999,0.66569,0.69553,0.54842,0.51036,0.49703,0.48758,0.46829,0.46036000000000005,0.46296000000000004,0.47595,0.4516,0.44372,0.47193,0.49949,0.53614,0.55728,0.5301899999999999,0.53228,0.52053,0.578,0.6159100000000001,0.56335,0.62229,0.56189,0.60605,0.70402
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07091,0.14022,0.06925,0.06829,0.06721,0.06601,0.06475,0.12693,0.18669000000000002,0.18329,0.18023,0.17747000000000002,0.23310999999999998,0.22945,0.22551,0.2212,0.32505,0.31865,0.26111,0.36112,0.35864,0.35779,0.35775,0.40848,0.40689000000000003,0.40376999999999996,0.34962,0.34573000000000004,0.44046,0.48686,0.48646000000000006,0.53659,0.5396,0.5929,0.64732,0.65277,0.6587,0.76666,0.8235100000000001,0.82715,0.8281299999999999,0.82673,0.8757,0.9250200000000001,1.13036,1.03019,1.13862,1.09345,1.1523299999999999,1.47357,1.58394,1.48146,1.69557,1.64527,1.70233,1.6545400000000001,2.25034,1.93665,1.9434099999999999,2.0563700000000003,1.89632,2.0049799999999998,1.9497200000000001
Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037,0.01083,0.01234,0.14731,0.14736,0.23596999999999999,0.23826,0.2332,0.32966,0.3429,0.34747,0.34658,0.35,0.31613,0.30248,0.353,0.34363,0.46541000000000005,0.3989,0.41786,0.38043000000000005,0.55302,0.60663,0.6904899999999999,0.7608699999999999,0.98216,1.22011,1.27836,1.23102,1.1991399999999999,1.03729,0.9828899999999999,1.19963,1.1115,1.03764,1.04291,1.27319,1.1718899999999999,1.1239299999999999,1.23448,1.44181,1.4245299999999999,1.4717799999999999,1.28472,1.37094,1.4625299999999999,1.54539,1.60891,2.0125599999999997,2.15777,2.2049,2.21731,2.20197,2.31109,2.2783,2.41489,2.39885,2.01117,2.0176,2.1108700000000002,2.2275400000000003,2.22401,2.10479,2.1871099999999997,2.20209,2.2397099999999996,2.14656
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00021,5.440259999999999,5.19039,5.5953,6.452719999999999,8.894680000000001,9.78101,10.383510000000001,11.544,12.18778,13.183110000000001,13.5681,14.06359,14.37546,14.561020000000001,15.27455,16.12254,16.95117,17.50725,18.11257,17.84238,18.01124,17.58147,17.88247,18.76129,16.3864,16.742060000000002,16.660420000000002,16.96544,17.038320000000002,17.19006,17.67109,18.191979999999997,18.42243,18.79242,19.09216,19.20475,19.31604,19.25236,19.900170000000003,20.92447,21.19424,21.23152,20.83747,20.67574,19.244139999999998,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147,0.014580000000000001,0.014469999999999998,0.01434,0.014219999999999998,0.0141,0.01998,0.023780000000000003,0.03735,0.04873,0.12377,0.24738000000000002,0.31189,0.34894000000000003,0.38413,0.34699,0.34654,0.34268000000000004,0.35731999999999997,0.38965,0.42443000000000003,0.43751,0.44388999999999995,0.44161000000000006,0.28715999999999997,0.40867,0.39985,0.48943000000000003,0.44168999999999997,0.38684,0.39464,0.42658,0.41935,0.21344000000000002,0.19769,0.24478000000000003,0.2189,0.25029,0.30296999999999996,0.31921,0.2711,0.30806,0.29291,0.38799999999999996,0.35202,0.32531,0.36269,0.42063,0.4337,0.44768,0.46574,0.54383,0.60906,0.70525,0.67597,0.7146600000000001,0.79579,0.89587,1.0537100000000001,1.12971,1.01484,1.3767,1.56523,1.6852099999999999,2.03963,2.29796,2.27212,2.40892,2.14788,1.6473099999999998,1.59026,1.77325,2.03116,1.6467200000000002,1.57694,2.08102,2.21014,1.21922,1.99637,2.07036,1.53954,1.84631,1.73357,1.6404599999999998,1.7984200000000001,1.9085,2.02901,2.14985,2.20317,2.06599,2.24458,2.34401,2.44814,2.54917,2.61158,2.62454,2.77903
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00093,0.00703,0.0033200000000000005,0.02497,0.00732,0.014119999999999999,0.032639999999999995,0.06596,0.051739999999999994,0.0336,0.04082,0.03809,0.03311,0.03464,0.03787,0.03581,0.037689999999999994,0.05675,0.05942000000000001,0.06477000000000001,0.06287000000000001,0.05853,0.05275,0.04911,0.04384,0.04211,0.039169999999999996,0.04924,0.12283,0.16451,0.21134,0.20193,0.21269000000000002,0.22252,0.21891999999999998,0.20904,0.21511999999999998,0.29514,0.35258,0.49023999999999995,0.49436,0.49783,0.48049,0.50681,0.45042,0.40973999999999994,0.47803,0.53417,0.48286,0.59295,0.61441,0.6510199999999999,0.73502,0.84801,0.8952600000000001,0.83893,0.60621,0.6887300000000001,0.57858,0.62297,0.64804,0.7026899999999999,0.6422399999999999,0.69076,0.80511,0.8737,0.9377,0.95125,1.0147,1.04303,1.14636,1.23915,1.21961,1.32815,1.2948600000000001,1.46918,1.43374,1.3899299999999999,1.31141,1.34646,1.3643399999999999,1.37906,1.54967,1.39222,1.53304,1.60422,1.67081,1.85417,1.86822,2.06795,1.8023099999999999,1.7936,2.04782,2.05035,2.23096,2.34116,2.43637,2.51428,2.56973,2.4706799999999998,2.5916,2.53381,2.4310400000000003
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12167,0.14427,0.17059000000000002,0.17982,0.19762000000000002,0.19018,0.21225,0.2344,0.22844,0.22514,0.22428,0.20505,0.22166,0.37325,0.39663000000000004,0.32563000000000003,0.39671,0.34243,0.36269,0.33355,0.3898,0.40121,0.43482,0.4974,0.4866,0.50834,0.52156,0.52855,0.5414100000000001,0.53141,0.46617,0.39409,0.37425,0.39733,0.33077,0.40385,0.39928,0.48483999999999994,0.48291000000000006,0.49933999999999995,0.47822,0.596,0.6154,0.69482,0.8311,0.89949,0.8095600000000001,0.9617100000000001,1.01318,0.98655,0.98798,1.01755,1.02804,1.11039,1.0743,1.0851,1.14715,1.1655799999999998,1.09007,1.0699100000000001,1.0517299999999998,1.09784,1.18534,1.04407
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04877,0.047810000000000005,0.04726,0.04691,0.1243,0.15427000000000002,0.15289,0.13608,0.19407,0.19150999999999999,0.08726,0.08624,0.08528999999999999,0.09834,0.09695,0.10887000000000001,0.09317,0.09087,0.1016,0.15068,0.12604,0.23165,0.32011,0.11179000000000001,0.20567,0.26164,0.2728,0.28288,0.3236,0.2899,0.26594,0.29908,0.29181,0.22816,0.27336,0.20992,0.24425999999999998,0.28839000000000004,0.29996,0.32106,0.32065,0.51659,0.53537,0.24536999999999998,0.08463999999999999,0.29441999999999996,0.25296,0.61132,0.33983,0.9214,0.85641,5.63684,8.77162,10.25441,8.60716,7.528239999999999,7.36493,7.20339,6.56152,6.53322,6.42048,9.013860000000001,7.53494,6.78977
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01486,0.00733,0.0036200000000000004,0.010709999999999999,0.0141,0.01739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27489,0.2955,0.31599,0.26539,0.17689000000000002,0.18068,0.17218,0.17255,0.15969,0.18481,0.18942,0.18284,0.13033,0.13147999999999999,0.09206,0.11175,0.10945999999999999,0.12402,0.13491,0.1335
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03667,0.0323,0.02401,0.023790000000000002,0.01571,0.015569999999999999,0.015430000000000001,0.01911,0.026510000000000002,0.03377,0.0409,0.03684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.699689999999999,13.108260000000001,13.06733,12.22499,12.9413,12.8437,11.59661,10.79767,10.61887,11.18636,10.7661,12.47247,12.67355,12.3578,11.9861,13.91673,13.052810000000001,10.90109,13.592179999999999,14.008820000000002,13.309270000000001,15.08554
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006799999999999999,0.00067,0.00066,,,,,0.0002,0.0002,0.00485,0.0033799999999999998,0.00526,0.009559999999999999,0.013869999999999999,0.0114,0.011890000000000001,0.01554,0.01505,0.015569999999999999,0.01589,0.015040000000000001,0.01705,0.01772,0.01668,0.0258,0.03217,0.04088,0.06409,0.060329999999999995,0.0582,0.06331,0.04672,0.05649,0.054560000000000004,0.03715,0.03551,0.0312,0.04027,0.05346,0.05171,0.05171,0.03992,0.04821,0.04215,0.04451,0.052610000000000004,0.059379999999999995,0.05952,0.06088,0.06279,0.05995,0.057479999999999996,0.05662999999999999,0.04046,0.04478,0.04841,0.0501,0.05134,0.04891,0.05342,0.06364,0.06423,0.06885,0.07106,0.06682,0.0699,0.07434,0.07918,0.07772000000000001,0.07521,0.08598,0.09287000000000001,0.11245
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28026,1.28844,1.76006,2.69135,2.44049,3.10549,3.5192,2.90775,3.5227800000000005,2.92614,1.7087,3.26694,3.33239,3.5021699999999996,3.36251,3.7280300000000004,3.78418,4.52651,4.86205,5.57609,6.6585399999999995,6.68756,5.97299,6.382280000000001,7.515160000000001,8.62147,8.08249,9.85926,9.57125,11.36668,9.856860000000001,10.16049,10.45683,10.9924,11.10122,11.363389999999999,10.65037,10.654819999999999,11.1463,12.1558,12.95261,12.56162,12.97865,14.763570000000001,13.16009,15.684289999999999,13.8505,13.494570000000001,14.05233,13.99305,15.0697,16.45167,15.62145,15.75666,15.9936,14.968160000000001,13.99347,14.191989999999999,12.97748,11.8389,12.94791,11.631160000000001,12.02921,12.04233
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.6276,158.28512,113.19911,46.163070000000005,132.55008,136.54254,142.24858999999998,142.96636,169.12669,47.61905,90.64055,72.26654,22.51614,22.655260000000002,5.265680000000001,5.30376,5.345,8.98252,,,5.524859999999999,5.56962,5.61224,7.53683,7.5914399999999995,7.65084,7.70713,7.76425,7.81389,7.85995,7.9023,13.873870000000002,11.91766,11.92412,13.881379999999998,15.8046,17.675420000000003,19.49318,21.17235,20.77967,18.39773,17.78209,17.10199,16.376360000000002,15.682920000000001,16.53683,17.31602,18.04189,13.39666,13.01159,12.72706,15.058179999999998,14.955810000000001,16.15819,17.38345,17.35407,19.77306,19.69341,19.60129,19.51652,18.23003,18.169810000000002,18.11594,18.0624
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4187,0.44564,0.51726,0.53655,0.48591000000000006,0.51446,0.56207,0.46242,0.47785,0.5204300000000001,0.49401000000000006,0.41426,0.54794,0.55478,0.94424,0.743,0.6774,0.72896,0.79377,0.84893,1.00026,1.03461,1.06728,1.13816,1.1868,1.0810600000000001,0.8238,1.28094,1.16737,1.35094,1.25251,1.66166,1.25662,1.0432,0.83242,0.81406,0.84198,0.66045,0.76588,0.87034,1.1222,0.91733,0.9701799999999999,1.0101200000000001,1.06792,1.12057,1.14046,0.92955,0.87965,0.99567,1.0667,1.36901,1.0249,1.05515,1.38448,1.65973,1.6441299999999999,1.44079,0.5957399999999999,1.2525600000000001,1.8590200000000001,1.83476,1.8246099999999998,1.94059
