country,region,sub-region,year,CO2_pc,energy_use_pc,energy_production_pc,hdi,income_pc,gini_idx,military_%gdp,population,gas_price_liter
Afghanistan,Asia,Southern Asia,1949,0.00182,,,,1030.0,,,,
Afghanistan,Asia,Southern Asia,1950,0.01088,,,,1040.0,,,7752118.0,
Afghanistan,Asia,Southern Asia,1951,0.01169,,,,1060.0,,,7839426.0,
Afghanistan,Asia,Southern Asia,1952,0.01155,,,,1070.0,,,7934798.0,
Afghanistan,Asia,Southern Asia,1953,0.01323,,,,1120.0,,,8038312.0,
Afghanistan,Asia,Southern Asia,1954,0.01305,,,,1130.0,,,8150037.0,
Afghanistan,Asia,Southern Asia,1955,0.01862,,,,1130.0,,,8270024.0,
Afghanistan,Asia,Southern Asia,1956,0.02183,,,,1160.0,,,8398309.0,
Afghanistan,Asia,Southern Asia,1957,0.03437,,,,1140.0,,,8534913.0,
Afghanistan,Asia,Southern Asia,1958,0.03802,,,,1180.0,,,8679848.0,
Afghanistan,Asia,Southern Asia,1959,0.04359,,,,1190.0,,,8833127.0,
Afghanistan,Asia,Southern Asia,1960,0.04606,,,,1210.0,,0.0,8994793.0,
Afghanistan,Asia,Southern Asia,1961,0.053610000000000005,,,,1200.0,,0.0,9164945.0,
Afghanistan,Asia,Southern Asia,1962,0.07377,,,,1200.0,,0.0,9343772.0,
Afghanistan,Asia,Southern Asia,1963,0.07424,,,,1190.0,,0.0,9531555.0,
Afghanistan,Asia,Southern Asia,1964,0.08631,,,,1190.0,,0.0,9728645.0,
Afghanistan,Asia,Southern Asia,1965,0.10149,,,,1190.0,,0.0,9935358.0,
Afghanistan,Asia,Southern Asia,1966,0.10766,,,,1180.0,,0.0,10148841.0,
Afghanistan,Asia,Southern Asia,1967,0.12377,,,,1180.0,,0.0,10368600.0,
Afghanistan,Asia,Southern Asia,1968,0.11554,,,,1200.0,,0.0,10599790.0,
Afghanistan,Asia,Southern Asia,1969,0.08685,,,,1190.0,,0.0,10849510.0,
Afghanistan,Asia,Southern Asia,1970,0.15034,,,,1180.0,,1.63,11121097.0,
Afghanistan,Asia,Southern Asia,1971,0.1661,,,,1100.0,,0.0,11412821.0,
Afghanistan,Asia,Southern Asia,1972,0.13080999999999998,,,,1050.0,,0.0,11716896.0,
Afghanistan,Asia,Southern Asia,1973,0.13633,,,,1150.0,,1.87,12022514.0,
Afghanistan,Asia,Southern Asia,1974,0.15571,,,,1180.0,,1.61,12315553.0,
Afghanistan,Asia,Southern Asia,1975,0.16901,,,,1210.0,,1.72,12582954.0,
Afghanistan,Asia,Southern Asia,1976,0.15488,,,,1240.0,,2.05,12831361.0,
Afghanistan,Asia,Southern Asia,1977,0.1831,,,,1130.0,,2.01,13056499.0,
Afghanistan,Asia,Southern Asia,1978,0.16333,,,,1190.0,,0.0,13222547.0,
Afghanistan,Asia,Southern Asia,1979,0.16866,,,,1170.0,,0.0,13283279.0,
Afghanistan,Asia,Southern Asia,1980,0.13322,,,,1170.0,,0.0,13211412.0,
Afghanistan,Asia,Southern Asia,1981,0.15263,,,,1300.0,,0.0,12996923.0,
Afghanistan,Asia,Southern Asia,1982,0.16585999999999998,,,,1410.0,,0.0,12667001.0,
Afghanistan,Asia,Southern Asia,1983,0.20544,,,,1470.0,,0.0,12279095.0,
Afghanistan,Asia,Southern Asia,1984,0.23762,,,,1440.0,,0.0,11912510.0,
Afghanistan,Asia,Southern Asia,1985,0.30171,,,,1400.0,,0.0,11630498.0,
Afghanistan,Asia,Southern Asia,1986,0.2747,,,,1500.0,,0.0,11438949.0,
Afghanistan,Asia,Southern Asia,1987,0.27554,,,,1240.0,,0.0,11337932.0,
Afghanistan,Asia,Southern Asia,1988,0.25206,,,,1120.0,,0.0,11375768.0,
Afghanistan,Asia,Southern Asia,1989,0.23911,,,,1100.0,,0.0,11608351.0,
Afghanistan,Asia,Southern Asia,1990,0.21664,,,0.295,1040.0,,0.0,12067570.0,
Afghanistan,Asia,Southern Asia,1991,0.19065,,,0.3,1030.0,,0.0,12789374.0,0.0
Afghanistan,Asia,Southern Asia,1992,0.10137,,,0.309,950.0,,0.0,13745630.0,0.0
Afghanistan,Asia,Southern Asia,1993,0.09077,,,0.305,818.0,,0.0,14824371.0,0.0
Afghanistan,Asia,Southern Asia,1994,0.08156000000000001,,,0.3,732.0,,0.0,15869967.0,0.0
Afghanistan,Asia,Southern Asia,1995,0.07411000000000001,,,0.324,881.0,,0.0,16772522.0,0.0
Afghanistan,Asia,Southern Asia,1996,0.06733,,,0.32799999999999996,904.0,,0.0,17481800.0,0.0
Afghanistan,Asia,Southern Asia,1997,0.06079,,,0.332,930.0,,0.0,18034130.0,0.0
Afghanistan,Asia,Southern Asia,1998,0.05625,,,0.335,956.0,,0.0,18511480.0,0.0
Afghanistan,Asia,Southern Asia,1999,0.04314,,,0.33799999999999997,982.0,,0.0,19038420.0,0.0
Afghanistan,Asia,Southern Asia,2000,0.03927,,,0.34,972.0,,0.0,19701940.0,0.0
Afghanistan,Asia,Southern Asia,2001,0.03107,,,0.341,871.0,,0.0,20531160.0,0.0
Afghanistan,Asia,Southern Asia,2002,0.04113,,,0.373,1060.0,,0.0,21487079.0,0.34
Afghanistan,Asia,Southern Asia,2003,0.045610000000000005,,,0.381,1100.0,,0.0,22507368.0,0.0
Afghanistan,Asia,Southern Asia,2004,0.04041,,,0.396,1060.0,,2.37,23499850.0,0.53
Afghanistan,Asia,Southern Asia,2005,0.0544,,,0.405,1140.0,,1.95,24399948.0,0.0
Afghanistan,Asia,Southern Asia,2006,0.06552000000000001,,,0.415,1160.0,,1.86,25183615.0,0.68
Afghanistan,Asia,Southern Asia,2007,0.08785,,,0.433,1290.0,,2.24,25877544.0,0.0
Afghanistan,Asia,Southern Asia,2008,0.15895,,,0.434,1300.0,,2.33,26528741.0,1.05
Afghanistan,Asia,Southern Asia,2009,0.24905,,,0.44799999999999995,1530.0,,2.06,27207291.0,0.0
Afghanistan,Asia,Southern Asia,2010,0.30291,,,0.45399999999999996,1610.0,,1.9,27962207.0,1.15
Afghanistan,Asia,Southern Asia,2011,0.42522,,,0.46299999999999997,1660.0,,1.78,28809167.0,0.0
Afghanistan,Asia,Southern Asia,2012,0.68802,,,0.47,1840.0,,1.14,29726803.0,1.28
Afghanistan,Asia,Southern Asia,2013,0.69312,,,0.47600000000000003,1810.0,,1.05,30682500.0,0.0
Albania,Europe,Southern Europe,1933,0.00735,,,,1740.0,,,,
Albania,Europe,Southern Europe,1934,0.00731,,,,1750.0,,,,
Albania,Europe,Southern Europe,1935,0.01817,,,,1770.0,,,,
Albania,Europe,Southern Europe,1936,0.12655999999999998,,,,1780.0,,,,
Albania,Europe,Southern Europe,1937,0.28835,,,,1790.0,,,,
Albania,Europe,Southern Europe,1938,0.33494,,,,1800.0,,,,
Albania,Europe,Southern Europe,1939,0.40436,,,,1810.0,,,,
Albania,Europe,Southern Europe,1940,0.63695,,,,1820.0,,,1123210.0,
Albania,Europe,Southern Europe,1941,0.57,,,,1830.0,,,,
Albania,Europe,Southern Europe,1942,0.66637,,,,1840.0,,,,
Albania,Europe,Southern Europe,1943,0.41287,,,,1850.0,,,,
Albania,Europe,Southern Europe,1944,0.13725,,,,1860.0,,,,
Albania,Europe,Southern Europe,1945,0.10633,,,,1870.0,,,,
Albania,Europe,Southern Europe,1946,0.4194100000000001,,,,1880.0,,,,
Albania,Europe,Southern Europe,1947,0.7895,,,,1890.0,,,,
Albania,Europe,Southern Europe,1948,0.5906,,,,1900.0,,,,
Albania,Europe,Southern Europe,1949,0.84009,,,,1910.0,,,,
Albania,Europe,Southern Europe,1950,0.23512,,,,1920.0,,,1263171.0,
Albania,Europe,Southern Europe,1951,0.31327,,,,2000.0,,,1287499.0,
Albania,Europe,Southern Europe,1952,0.28418000000000004,,,,2010.0,,,1316086.0,
Albania,Europe,Southern Europe,1953,0.30735,,,,2090.0,,,1348097.0,
Albania,Europe,Southern Europe,1954,0.36325,,,,2150.0,,,1382881.0,
Albania,Europe,Southern Europe,1955,0.46738,,,,2270.0,,,1419969.0,
Albania,Europe,Southern Europe,1956,0.57547,,,,2290.0,,,1459089.0,
Albania,Europe,Southern Europe,1957,1.00456,,,,2440.0,,,1500152.0,
Albania,Europe,Southern Europe,1958,0.77932,,,,2550.0,,,1543224.0,
Albania,Europe,Southern Europe,1959,0.90947,,,,2660.0,,,1588478.0,
Albania,Europe,Southern Europe,1960,1.23712,,0.0,,2790.0,,0.0,1636054.0,
Albania,Europe,Southern Europe,1961,1.35279,,0.0,,2820.0,,0.0,1685901.0,
Albania,Europe,Southern Europe,1962,1.41801,,0.0,,2910.0,,0.0,1737645.0,
Albania,Europe,Southern Europe,1963,1.16315,,0.0,,3010.0,,0.0,1790533.0,
Albania,Europe,Southern Europe,1964,1.09388,,0.0,,3110.0,,0.0,1843596.0,
Albania,Europe,Southern Europe,1965,1.1467200000000002,,0.0,,3220.0,,0.0,1896125.0,
Albania,Europe,Southern Europe,1966,1.31021,,0.0,,3340.0,,0.0,1947786.0,
Albania,Europe,Southern Europe,1967,1.34104,,0.0,,3460.0,,0.0,1998695.0,
Albania,Europe,Southern Europe,1968,1.49949,,0.0,,3580.0,,0.0,2049147.0,
Albania,Europe,Southern Europe,1969,1.54549,,0.0,,3700.0,,0.0,2099657.0,
Albania,Europe,Southern Europe,1970,1.74075,,0.0,,3830.0,,0.0,2150602.0,
Albania,Europe,Southern Europe,1971,1.9765,0.784875608251662,0.0011099999999999999,,3980.0,,0.0,2202040.0,
Albania,Europe,Southern Europe,1972,2.50372,0.866172857790984,0.00132,,4120.0,,0.0,2253842.0,
Albania,Europe,Southern Europe,1973,2.29445,0.763339925685682,0.00131,,4320.0,,0.0,2305999.0,
Albania,Europe,Southern Europe,1974,1.8423,0.777651029324755,0.00115,,4320.0,,0.0,2358467.0,
Albania,Europe,Southern Europe,1975,1.90539,0.828228162184204,0.00121,,4330.0,,0.0,2411229.0,
Albania,Europe,Southern Europe,1976,2.00865,0.892470016359343,0.00125,,4340.0,,0.0,2464338.0,
Albania,Europe,Southern Europe,1977,2.27176,0.925698936135431,0.00126,,4340.0,,0.0,2517869.0,
Albania,Europe,Southern Europe,1978,2.52491,1.01237997737031,0.0013599999999999999,,4350.0,,0.0,2571845.0,
Albania,Europe,Southern Europe,1979,2.88861,0.864629490202673,0.0012900000000000001,,4360.0,0.0,0.0,2626290.0,
Albania,Europe,Southern Europe,1980,1.92821,1.14983603488938,0.00128,,4390.0,0.0,6.05,2681245.0,
Albania,Europe,Southern Europe,1981,2.68365,0.989572955003415,0.00099,,4400.0,0.0,5.85,2735329.0,
Albania,Europe,Southern Europe,1982,2.62082,0.969010207402671,0.00095,,4410.0,0.0,5.65,2788315.0,
Albania,Europe,Southern Europe,1983,2.68426,1.00445848086049,0.00099,,4430.0,0.0,5.44,2842620.0,
Albania,Europe,Southern Europe,1984,2.69668,1.0229916665629,0.0010400000000000001,,4440.0,0.0,6.12,2901590.0,
Albania,Europe,Southern Europe,1985,2.65595,0.918775339065866,0.00095,,4450.0,0.0,5.65,2966799.0,
Albania,Europe,Southern Europe,1986,2.64902,0.960445613212663,0.00099,,4470.0,0.0,5.62,3041003.0,
Albania,Europe,Southern Europe,1987,2.38466,0.912220407579054,0.00093,,4490.0,0.0,5.86,3121336.0,
Albania,Europe,Southern Europe,1988,2.29148,0.912529649242188,0.0009,,4510.0,0.0,5.62,3197064.0,
Albania,Europe,Southern Europe,1989,2.76099,0.888678840207761,0.0008900000000000001,,4530.0,0.0,5.17,3253659.0,
Albania,Europe,Southern Europe,1990,1.61798,0.812500626998224,0.00074,0.635,4560.0,0.0,5.89,3281453.0,
Albania,Europe,Southern Europe,1991,1.30863,0.568290196995773,0.00058,0.618,3230.0,0.0,5.79,3275438.0,0.0
Albania,Europe,Southern Europe,1992,0.7761899999999999,0.415738312687884,0.00043,0.603,3010.0,0.0,4.45,3240613.0,0.0
Albania,Europe,Southern Europe,1993,0.73227,0.412746003675772,0.00041,0.608,3320.0,0.0,3.2,3189623.0,0.0
Albania,Europe,Southern Europe,1994,0.61293,0.445773503652528,0.0004,0.616,3620.0,0.0,2.5,3140634.0,0.0
Albania,Europe,Southern Europe,1995,0.67155,0.423779616198392,0.00039,0.628,4130.0,0.0,2.1,3106727.0,0.0
Albania,Europe,Southern Europe,1996,0.6522100000000001,0.456432361786637,0.00043,0.637,4530.0,27.0,1.38,3092034.0,0.0
Albania,Europe,Southern Europe,1997,0.49917,0.392255964128229,0.00036,0.636,4070.0,0.0,1.28,3092471.0,0.0
Albania,Europe,Southern Europe,1998,0.56485,0.42524854361932,0.00035,0.6459999999999999,4460.0,0.0,1.24,3102898.0,0.86
Albania,Europe,Southern Europe,1999,0.95821,0.573452554328812,0.00035,0.6559999999999999,5100.0,0.0,1.25,3114851.0,0.0
Albania,Europe,Southern Europe,2000,0.96777,0.579513818356069,0.00032,0.662,5470.0,0.0,1.25,3121965.0,0.57
Albania,Europe,Southern Europe,2001,1.03166,0.585242046963356,0.00029,0.67,5960.0,0.0,1.31,3124093.0,0.0
Albania,Europe,Southern Europe,2002,1.20105,0.649229167920802,0.00031,0.674,6230.0,31.7,1.32,3123112.0,0.8
Albania,Europe,Southern Europe,2003,1.37748,0.645354992321437,0.00033999999999999997,0.6809999999999999,6620.0,0.0,1.34,3117045.0,0.0
Albania,Europe,Southern Europe,2004,1.3420299999999998,0.705188486783892,0.00037,0.685,7020.0,0.0,1.38,3103758.0,1.23
Albania,Europe,Southern Europe,2005,1.37998,0.702235024508244,0.00037,0.696,7460.0,30.6,1.35,3082172.0,0.0
Albania,Europe,Southern Europe,2006,1.27761,0.662679262892086,0.00037999999999999997,0.703,7920.0,0.0,1.57,3050741.0,1.44
Albania,Europe,Southern Europe,2007,1.30428,0.646798636448962,0.00033,0.713,8450.0,0.0,1.82,3010849.0,0.0
Albania,Europe,Southern Europe,2008,1.47382,0.65565127521023,0.00036,0.721,9150.0,30.0,1.98,2968026.0,1.36
Albania,Europe,Southern Europe,2009,1.49426,0.6531791201429,0.00039,0.725,9530.0,0.0,1.52,2929886.0,0.0
Albania,Europe,Southern Europe,2010,1.58449,0.648290850623728,,0.738,9930.0,0.0,1.56,2901883.0,1.46
Albania,Europe,Southern Europe,2011,1.81554,,,0.752,10200.0,0.0,1.53,2886010.0,0.0
Albania,Europe,Southern Europe,2012,1.63562,,,0.759,10400.0,29.0,1.49,2880667.0,1.81
Albania,Europe,Southern Europe,2013,1.6697400000000002,,,0.7609999999999999,10500.0,0.0,1.41,2883281.0,0.0
Algeria,Africa,Northern Africa,1900,0.0,,,,1750.0,,,4946166.0,
Algeria,Africa,Northern Africa,1901,0.0,,,,1770.0,,,,
Algeria,Africa,Northern Africa,1902,0.0,,,,1790.0,,,,
Algeria,Africa,Northern Africa,1903,0.0,,,,1810.0,,,,
Algeria,Africa,Northern Africa,1904,0.0,,,,1830.0,,,,
Algeria,Africa,Northern Africa,1905,0.0,,,,1850.0,,,,
Algeria,Africa,Northern Africa,1916,0.00064,,,,2210.0,,,,
Algeria,Africa,Northern Africa,1917,0.00127,,,,2240.0,,,,
Algeria,Africa,Northern Africa,1918,0.00313,,,,2280.0,,,,
Algeria,Africa,Northern Africa,1919,0.00309,,,,2320.0,,,,
Algeria,Africa,Northern Africa,1920,0.00367,,,,2360.0,,,6063800.0,
Algeria,Africa,Northern Africa,1921,0.004220000000000001,,,,2420.0,,,,
Algeria,Africa,Northern Africa,1922,0.00417,,,,2480.0,,,,
Algeria,Africa,Northern Africa,1923,0.00235,,,,2540.0,,,,
Algeria,Africa,Northern Africa,1924,0.00465,,,,2600.0,,,,
Algeria,Africa,Northern Africa,1925,0.0051600000000000005,,,,2660.0,,,,
Algeria,Africa,Northern Africa,1926,0.006229999999999999,,,,2720.0,,,,
Algeria,Africa,Northern Africa,1927,0.00895,,,,2780.0,,,,
Algeria,Africa,Northern Africa,1928,0.01105,,,,2830.0,,,,
Algeria,Africa,Northern Africa,1929,0.012,,,,2890.0,,,,
Algeria,Africa,Northern Africa,1930,0.01239,,,,2950.0,,,6876190.0,
Algeria,Africa,Northern Africa,1931,0.01436,,,,3010.0,,,,
Algeria,Africa,Northern Africa,1932,0.016280000000000003,,,,3060.0,,,,
Algeria,Africa,Northern Africa,1933,0.01712,,,,3120.0,,,,
Algeria,Africa,Northern Africa,1934,0.01947,,,,3180.0,,,,
Algeria,Africa,Northern Africa,1935,0.01821,,,,3230.0,,,,
Algeria,Africa,Northern Africa,1936,0.0069900000000000006,,,,3290.0,,,,
Algeria,Africa,Northern Africa,1937,0.00937,,,,3340.0,,,,
Algeria,Africa,Northern Africa,1938,0.004379999999999999,,,,3390.0,,,,
Algeria,Africa,Northern Africa,1939,0.02117,,,,3450.0,,,,
Algeria,Africa,Northern Africa,1940,0.03088,,,,3500.0,,,7797418.0,
Algeria,Africa,Northern Africa,1941,0.03987,,,,3550.0,,,,
Algeria,Africa,Northern Africa,1942,0.063,,,,3610.0,,,,
Algeria,Africa,Northern Africa,1943,0.05855,,,,3660.0,,,,
Algeria,Africa,Northern Africa,1944,0.06143,,,,3710.0,,,,
Algeria,Africa,Northern Africa,1945,0.07493999999999999,,,,3760.0,,,,
Algeria,Africa,Northern Africa,1946,0.09163,,,,3810.0,,,,
Algeria,Africa,Northern Africa,1947,0.08831,,,,3860.0,,,,
Algeria,Africa,Northern Africa,1948,0.09408,,,,3910.0,,,,
Algeria,Africa,Northern Africa,1949,0.1052,,,,3960.0,,,,
Algeria,Africa,Northern Africa,1950,0.42691,,,,4000.0,,,8872247.0,
Algeria,Africa,Northern Africa,1951,0.45753,,,,3980.0,,,9039913.0,
Algeria,Africa,Northern Africa,1952,0.4225100000000001,,,,4100.0,,,9216395.0,
Algeria,Africa,Northern Africa,1953,0.42571,,,,4100.0,,,9405445.0,
Algeria,Africa,Northern Africa,1954,0.4327,,,,4340.0,,,9609507.0,
Algeria,Africa,Northern Africa,1955,0.46926,,,,4390.0,,,9829717.0,
Algeria,Africa,Northern Africa,1956,0.49686,,,,4740.0,,,10065829.0,
Algeria,Africa,Northern Africa,1957,0.5374,,,,5200.0,,,10316288.0,
Algeria,Africa,Northern Africa,1958,0.49358,,,,5310.0,,,10578453.0,
Algeria,Africa,Northern Africa,1959,0.52217,,,,6190.0,,,10848971.0,
Algeria,Africa,Northern Africa,1960,0.55371,,0.0,,6520.0,,0.0,11124892.0,
Algeria,Africa,Northern Africa,1961,0.53176,,0.0,,5640.0,,0.0,11404859.0,
Algeria,Africa,Northern Africa,1962,0.4849100000000001,,0.0,,4520.0,,0.0,11690152.0,
Algeria,Africa,Northern Africa,1963,0.45278,,0.0,,5590.0,,2.46,11985130.0,
Algeria,Africa,Northern Africa,1964,0.45953,,0.0,,5740.0,,3.43,12295973.0,
Algeria,Africa,Northern Africa,1965,0.5224,,0.0,,5960.0,,3.36,12626953.0,
Algeria,Africa,Northern Africa,1966,0.64942,,0.0,,5520.0,,3.44,12980269.0,
Algeria,Africa,Northern Africa,1967,0.6320600000000001,,0.0,,5860.0,,2.94,13354197.0,
Algeria,Africa,Northern Africa,1968,0.6592,,0.0,,6370.0,,2.58,13744383.0,
Algeria,Africa,Northern Africa,1969,0.79713,,0.0,,6810.0,,2.33,14144437.0,
Algeria,Africa,Northern Africa,1970,1.03599,,0.0,,7290.0,,2.03,14550033.0,
Algeria,Africa,Northern Africa,1971,1.24778,0.24474905881304,0.00293,,6490.0,,1.97,14960111.0,
Algeria,Africa,Northern Africa,1972,1.84346,0.275555918400669,0.00375,,7630.0,,1.62,15377095.0,
Algeria,Africa,Northern Africa,1973,2.42396,0.320556342917671,0.00375,,7650.0,,1.57,15804428.0,
Algeria,Africa,Northern Africa,1974,1.96365,0.334268951633189,0.00343,,7890.0,,1.97,16247113.0,
Algeria,Africa,Northern Africa,1975,1.91682,0.344826804767953,0.00331,,8200.0,,2.14,16709098.0,
Algeria,Africa,Northern Africa,1976,2.27846,0.381264008451296,0.0035600000000000002,,8480.0,,2.71,17190236.0,
Algeria,Africa,Northern Africa,1977,2.36787,0.413363801668271,0.00364,,8980.0,,2.25,17690184.0,
Algeria,Africa,Northern Africa,1978,3.43306,0.492853291132087,0.00394,,9830.0,,2.38,18212331.0,
Algeria,Africa,Northern Africa,1979,2.43151,0.604403907661149,0.0041600000000000005,,10400.0,0.0,2.14,18760761.0,
Algeria,Africa,Northern Africa,1980,3.43956,0.59584782447945,0.00349,,10300.0,0.0,2.1,19337723.0,
Algeria,Africa,Northern Africa,1981,2.32829,0.626760512308574,0.00346,,10300.0,0.0,1.82,19943667.0,
Algeria,Africa,Northern Africa,1982,1.90838,0.789838526232147,0.00335,,10600.0,0.0,2.06,20575701.0,
Algeria,Africa,Northern Africa,1983,2.47878,0.826135167822285,0.0035700000000000003,,10800.0,0.0,1.95,21228288.0,
Algeria,Africa,Northern Africa,1984,3.24733,0.793207226029682,0.00359,,11100.0,0.0,1.73,21893857.0,
Algeria,Africa,Northern Africa,1985,3.2252,0.803142124339169,0.00365,,11200.0,0.0,1.65,22565908.0,
Algeria,Africa,Northern Africa,1986,3.28168,0.88107888052969,0.0037,,10800.0,0.0,1.77,23241276.0,
Algeria,Africa,Northern Africa,1987,3.51675,0.846100792060336,0.0038,,10500.0,0.0,1.79,23917889.0,
Algeria,Africa,Northern Africa,1988,3.41342,0.86954998613078,0.00379,,10000.0,40.2,1.74,24591493.0,
Algeria,Africa,Northern Africa,1989,3.16893,0.840094129665438,0.0038399999999999997,,10200.0,0.0,1.54,25257671.0,
Algeria,Africa,Northern Africa,1990,3.0076400000000003,0.877179981550392,0.00396,0.5770000000000001,10200.0,0.0,1.46,25912364.0,
Algeria,Africa,Northern Africa,1991,3.01971,0.905415887663051,0.00396,0.581,9870.0,0.0,1.24,26554277.0,0.15
Algeria,Africa,Northern Africa,1992,2.97573,0.908458286098609,0.00392,0.5870000000000001,9820.0,0.0,2.19,27180921.0,0.2
Algeria,Africa,Northern Africa,1993,2.9614700000000003,0.887953630162022,0.00386,0.591,9400.0,0.0,2.56,27785977.0,0.0
Algeria,Africa,Northern Africa,1994,3.04961,0.83798652059959,0.0036299999999999995,0.595,9130.0,0.0,3.14,28362015.0,0.0
Algeria,Africa,Northern Africa,1995,3.29837,0.85203324196225,0.0037700000000000003,0.6,9300.0,35.3,2.96,28904300.0,0.4
Algeria,Africa,Northern Africa,1996,3.30216,0.816117912151223,0.00391,0.609,9510.0,0.0,3.09,29411839.0,0.0
Algeria,Africa,Northern Africa,1997,2.95061,0.823003840553937,0.0041600000000000005,0.617,9460.0,0.0,3.64,29887717.0,0.0
Algeria,Africa,Northern Africa,1998,3.52938,0.839485404142808,0.00428,0.627,9800.0,0.0,3.97,30336880.0,0.31
Algeria,Africa,Northern Africa,1999,2.99385,0.883709563869376,0.00455,0.636,9970.0,0.0,3.76,30766551.0,0.0
Algeria,Africa,Northern Africa,2000,2.81952,0.884947275033686,0.00466,0.644,10200.0,0.0,3.43,31183658.0,0.27
Algeria,Africa,Northern Africa,2001,2.6680900000000003,0.874483405220815,0.00441,0.653,10400.0,0.0,3.82,31590320.0,0.0
Algeria,Africa,Northern Africa,2002,2.83977,0.916100096915423,0.00455,0.6629999999999999,10800.0,0.0,3.7,31990387.0,0.22
Algeria,Africa,Northern Africa,2003,2.85615,0.96268822229315,0.00487,0.6729999999999999,11500.0,0.0,3.25,32394886.0,0.0
Algeria,Africa,Northern Africa,2004,2.72677,0.956878536542482,0.00487,0.68,11800.0,0.0,3.28,32817225.0,0.32
Algeria,Africa,Northern Africa,2005,3.21986,0.984091466277415,0.00507,0.6859999999999999,12300.0,0.0,2.83,33267887.0,0.0
Algeria,Africa,Northern Africa,2006,2.99727,1.0387316357707,0.00494,0.69,12300.0,0.0,2.64,33749328.0,0.32
Algeria,Africa,Northern Africa,2007,3.19557,1.0860219712354,0.00485,0.6970000000000001,12600.0,0.0,2.92,34261971.0,0.0
Algeria,Africa,Northern Africa,2008,3.16824,1.08761925022252,0.00471,0.705,12700.0,0.0,3.02,34811059.0,0.34
Algeria,Africa,Northern Africa,2009,3.42982,1.16583096252928,0.00436,0.7140000000000001,12600.0,0.0,3.85,35401790.0,0.0
Algeria,Africa,Northern Africa,2010,3.30686,1.13823929305929,,0.7240000000000001,12900.0,0.0,3.52,36036159.0,0.32
Algeria,Africa,Northern Africa,2011,3.30026,,,0.732,13000.0,27.6,4.33,36717132.0,0.0
Algeria,Africa,Northern Africa,2012,3.47163,,,0.737,13200.0,0.0,4.46,37439427.0,0.29
Algeria,Africa,Northern Africa,2013,3.51446,,,0.741,13300.0,0.0,4.84,38186135.0,0.0
Andorra,Europe,Southern Europe,1995,6.29067,,,,26100.0,,,63854.0,0.0
Andorra,Europe,Southern Europe,1996,6.52082,,,,27200.0,,,64291.0,0.0
Andorra,Europe,Southern Europe,1997,7.0616,,,,29700.0,,,64147.0,0.0
Andorra,Europe,Southern Europe,1998,7.533539999999999,,,,30800.0,,,63888.0,0.0
Andorra,Europe,Southern Europe,1999,8.02271,,,,31900.0,,,64161.0,0.0
Andorra,Europe,Southern Europe,2000,8.11235,,,,31700.0,,,65399.0,0.0
Andorra,Europe,Southern Europe,2001,7.89778,,,,31800.0,,,67770.0,0.0
Andorra,Europe,Southern Europe,2002,7.70052,,,,31900.0,,,71046.0,0.0
Andorra,Europe,Southern Europe,2003,7.4142800000000015,,,,34500.0,,,74783.0,0.0
Andorra,Europe,Southern Europe,2004,7.499689999999998,,,,36300.0,,,78337.0,0.0
Andorra,Europe,Southern Europe,2005,7.39095,,,,39800.0,,,81223.0,0.0
Andorra,Europe,Southern Europe,2006,6.83994,,,,42700.0,,,83373.0,0.0
Andorra,Europe,Southern Europe,2007,6.622439999999999,,,,43400.0,,,84878.0,0.0
Andorra,Europe,Southern Europe,2008,6.52724,,,,41400.0,,,85616.0,1.24
Andorra,Europe,Southern Europe,2009,6.17852,,,,41700.0,,,85474.0,0.0
Andorra,Europe,Southern Europe,2010,6.0921,,,0.8190000000000001,39000.0,,,84419.0,1.49
Andorra,Europe,Southern Europe,2011,5.70224,,,0.8190000000000001,42000.0,,,82326.0,0.0
Andorra,Europe,Southern Europe,2012,5.61408,,,0.843,41900.0,,,79316.0,1.67
Andorra,Europe,Southern Europe,2013,5.52625,,,0.85,43700.0,,,75902.0,0.0
Angola,Africa,Middle Africa,1950,0.04294,,,,3180.0,,,4354882.0,
Angola,Africa,Middle Africa,1951,0.05616,,,,3260.0,,,4439705.0,
Angola,Africa,Middle Africa,1952,0.06881,,,,3340.0,,,4529381.0,
Angola,Africa,Middle Africa,1953,0.0595,,,,3420.0,,,4621691.0,
Angola,Africa,Middle Africa,1954,0.07388,,,,3290.0,,,4714970.0,
Angola,Africa,Middle Africa,1955,0.08617000000000001,,,,3510.0,,,4808114.0,
Angola,Africa,Middle Africa,1956,0.1025,,,,3400.0,,,4900594.0,
Angola,Africa,Middle Africa,1957,0.12412,,,,3670.0,,,4992439.0,
Angola,Africa,Middle Africa,1958,0.11683,,,,3810.0,,,5084166.0,
Angola,Africa,Middle Africa,1959,0.1197,,,,3770.0,,,5176662.0,
Angola,Africa,Middle Africa,1960,0.10435,,0.0,,3860.0,,0.0,5270844.0,
Angola,Africa,Middle Africa,1961,0.08471000000000001,,0.0,,4310.0,,0.0,5367287.0,
Angola,Africa,Middle Africa,1962,0.21601,,0.0,,4130.0,,0.0,5465905.0,
Angola,Africa,Middle Africa,1963,0.20686,,0.0,,4280.0,,0.0,5565808.0,
Angola,Africa,Middle Africa,1964,0.21615,,0.0,,4690.0,,0.0,5665701.0,
Angola,Africa,Middle Africa,1965,0.20607,,0.0,,4960.0,,0.0,5765025.0,
Angola,Africa,Middle Africa,1966,0.26514,,0.0,,5170.0,,0.0,5863568.0,
