CO2 per capita,1751,1755,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0046020291,0.0218687873,0.0278730064,0.0287707062,0.0628334041,0.1169404943,0.1110213969,0.1769849598,0.1650257853,0.0824698846,0.0412036459,0.0099539322,0.0652765923,0.0888058802,0.286417401,0.327920295,0.3240686902,0.3455144411,0.5195299384,0.4544364508,0.3966804686,0.4310826181,0.3762672038,0.4653458873,0.4283439997,0.4618724222,0.4591639483,0.3960465937,0.4418278184,0.625493072,0.6620797681,0.6806415688,0.8248217916,0.7168972562,0.8648528072,0.886408133,0.9328366275,0.9275178477,1.0364781882,1.0252187783,1.1048443019,1.1446020011,1.2149015862,1.2045923752,1.2332398366,1.2300901416,1.2568426428,1.3152323868,1.3494566288,1.3315636036,1.3870535499,1.4064199919,1.4715899437,1.5573629247,1.4980005722,1.5534196585,1.568411065,1.6233070737,1.6911545753,1.650312749,1.6173756626,1.6335723885,1.7210612402,1.6681349574,1.6128251265,1.602855309,1.6143686915,1.643225515,1.6349217743,1.7266947484,1.6873180384,1.798506912,1.8214286866,1.8874164123,1.6352138077,1.6307659866,1.7181621148,1.7162386316,1.4450937638,1.4565542923,1.3920101835,1.3548894559,1.3758375265,1.2991642089,1.415873837,1.4402665901,1.430214323,1.4760918201,1.5517500852,1.6345809821,1.6825779047,1.6949983839
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058048106,0.0569794667,0.055949747,0.0549453294,0.0539437808,0.0529212532,0.0691507502,0.0845914387,0.0826738217,0.0807369078,0.0788432124,0.1232327306,0.1204748351,0.1178045515,0.1150340331,0.1119464692,0.1220111881,0.1438093065,0.1382149482,0.0964686976,0.0694922642,0.1449447234,0.1398760092,0.1352568177,0.1310391404,0.1271612974,0.1425830871,0.129501763,0.1442157205,0.1494528189,0.1458458121,0.1758488705,0.1716543016,0.1675679793,0.1635635614,0.1596182429,0.163132357,0.1301615976,0.1268862311,0.1373916323,0.1472384874,0.149934189,0.152362748,0.1545369231,0.16248927,0.1640367528,0.1710800126,0.183178187,0.1783077562,0.1788530641,0.1741704318,0.1896336622,,
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003668816,0.000728934,0.0079655024,0.015826154,0.0210817669,0.0166834211,0.0229209621,0.0220694895,0.0267962937,0.0286942143,0.0364044414,0.0232000916,0.0047450528,0.0003367017,0.0016724285,0.0029905585,0.0036310709,0.0091818955,0.0107502979,0.0077669416,0.0067513461,0.0089425496,0.0123737178,0.0189111997,0.0147162774,0.0146194217,0.02626537,0.0273203892,0.0311049337,0.0393826291,0.1215835974,0.1405773283,0.1641960138,0.1765206665,0.2124361461,0.2497498697,0.228620134,0.2339336273,0.2005710879,0.1803907249,0.1510326409,0.1495281565,0.1343740306,0.1381701473,0.1158093222,0.1408703412,0.1332717136,0.1233470685,0.1761440955,0.1854327919,0.1338793175,0.1421278285,0.1409773544,0.1449514204,0.1487126879,0.1388556748,0.1421681962,0.1409436206,0.1387941911,0.1430031222,0.1296016449,0.1359440249,0.1076193056,0.1372127997,0.1313882872,0.1172845656,0.1056508798,0.117035497,0.1183161972,0.1250838013,0.1117940651,0.099182313,0.0917507506,0.0830051789,0.0581161152,0.0673136019,0.0717223506,0.0631020479,0.0534826824,0.0464107439,0.0331746806,0.0307057139,0.0294080317,0.0313811782,0.0347234148,0.0387608226,0.0408935209,0.042837587,0.0451327913,0.0423751446,0.0460794366,,
"Congo, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1891889158,0.2206697508,0.2573814467,0.2232427904,0.2140181915,0.2375913972,0.2121647861,0.2587361244,0.2635877009,0.3581300687,0.3875299198,0.428436178,0.4983089714,0.4677576156,0.8344547102,1.0766621925,0.7074896787,0.7716116839,0.2913457769,0.1901482017,0.1994264153,0.2263267502,0.2554148764,0.7055237776,0.5823963574,0.5638674218,0.6148838079,0.4984381182,0.6013668033,0.6628393184,0.6481622857,0.4972995962,0.5154979466,0.6241578036,0.5964086694,0.8080890137,0.5729363739,0.6106505136,0.810490788,0.2614353586,0.2688104298,0.3344204656,0.2681538051,0.2151666873,0.3225195193,0.3426428287,0.4119993611,0.368833081,0.3852808422,0.3842204769,0.4781653336,0.5015377992,,
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2960616554,0.3134675377,0.3790841768,0.4087838774,0.3722926458,0.3084217131,0.4147788089,0.3831532016,0.3589100901,0.2986797579,0.3683147377,0.3556742101,0.3843788438,0.4058743792,0.4402720115,0.5352351559,0.6089677394,0.5215471998,0.6005286504,0.6467134073,0.6868533055,0.8198219984,0.9239114966,1.0475203565,0.9536055877,0.9950481873,0.9926591752,1.2114202501,1.3178759874,1.2257816003,1.0514883639,0.9344016557,0.8420956895,0.8261516107,0.7643969702,0.8418227655,0.9426331609,0.9706664414,1.0082633709,0.9934953396,0.9625740442,1.0601171128,1.1756622817,1.1965406273,1.5568039928,1.4026467811,1.334890784,1.3668605215,1.4213489644,1.4412095094,1.3968057944,1.4390234925,1.5490313105,1.5925406572,1.6361299035,1.6446942232,1.697011744,1.925313584,1.9119334189,1.702829651,1.6677087611,,
Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1471095964,0.1556757143,0.1269794153,0.1465679323,0.1493965525,0.1525755404,0.1793942074,0.2652358399,0.2812311828,0.3108820914,0.3538388675,0.4017650445,0.4508516333,0.4784754986,0.5099961962,0.5191477046,0.5506103212,0.5894132457,0.559345599,0.5465796273,0.6203080194,0.6671971764,0.7319543951,0.502594676,0.6581485168,0.4997688053,0.5356471281,0.6980581957,0.547496273,0.6801070216,0.7832293712,0.7041992993,0.4631031345,0.4353251124,0.3455190641,0.4263556945,0.3683656762,0.4859010347,0.5552274482,0.5275582882,0.4352831014,0.3857893342,0.4095289334,0.4573331477,0.4240623661,0.3127762799,0.4321792512,0.4341984415,0.3817531385,0.3690901555,0.3618966029,0.3026180258,0.2940719499,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6553402266,3.5486671471,3.6221081253,3.7718989565,3.9763443659,4.1713239316,4.4549747727,4.5130272657,4.3596025894,4.6217662363,4.8981795022,5.2820689914,5.1792080138,5.2012020449,5.2265281186,5.5099474807,5.2879025762,4.8862686917,4.7422443166,,
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0166127292,0.0179280045,0.0176466485,0.0181480718,0.0223033252,0.0334722498,0.0370082816,0.0348013161,0.0340388662,0.9476356154,1.0703168294,1.017943102,0.9834439668,0.9275483683,1.0380988396,0.8799252367,2.0534386256,2.619908629,2.24032864,1.9203068902,1.6727500809,1.9038125836,1.7135064222,1.8376691577,1.8393722362,1.8745778949,1.9083536246,1.9085138532,2.0184380852,2.1455885157,2.2138314159,2.3080999763,2.4448361733,2.463661901,2.8727481986,2.8578101568,3.0579516121,3.1670252056,3.2507912971,3.1998525377,3.3204279374,3.4880350736,3.0998281979,3.2595140927,3.2350840904,3.3051993884,3.3100009288,3.4372899886,3.4119107786,3.1538598739,2.7811147755,2.9211406985,2.7194131433,2.9680557663,2.3535592282,2.4620354511,2.2382354663,2.2156694296,2.2834713631,2.3447645973,2.2845556129,2.334435811,2.2736676835,2.2254621063,2.3105954182,2.4326999567,2.3723852359,2.7017771665,2.6546202183,3.4074203431,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5418200024,0.5642412288,0.6224159212,0.7141373221,0.8512423598,0.8509578465,1.2503181392,1.4880194116,1.3710328607,1.4678616483,1.5485828605,1.501092571,1.5675265274,1.7064826733,1.7297091808,1.981449866,2.1233344722,2.3063994129,2.7135901137,2.758056428,2.7780719692,3.0349534961,3.8292949555,3.936439773,2.9961276024,3.0465381787,3.746474376,4.0099587988,4.1709608852,4.4153323629,4.6802137581,4.4206509833,4.4840067535,4.4635182416,4.5611188977,4.4078027487,4.9771007511,5.6969030117,5.6055572225,5.7799671593,6.0691594612,6.053455807,6.5895931138,6.6987601432,6.7315253333,6.4895693052,6.6004257527,6.6067326928,7.0380889347,6.9965481871,7.261080144,7.1199114145,7.1658873148,7.7621508401,7.2192262433,7.2654232869,7.4293694766,7.7091174542,7.9427348102,7.4646506608,6.9835131463,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0974616858,0.1115040075,0.1461538462,0.1574330563,0.1183608059,0.2120181406,0.1828391734,0.22748499,0.2054493518,0.2172309028,0.2315292096,0.2921181219,0.2859538784,0.4026054591,0.4061607507,0.2972373462,0.3745519713,0.3199685535,0.456998641,0.390070922,0.4289229604,0.3652222847,0.5645729109,0.5174568173,0.5000909256,0.5860331174,0.5056119722,0.6059322034,0.6242774566,0.5945429267,0.5950043066,0.6361310133,0.7396519682,0.7741558007,0.7554895163,0.7089247838,0.7923126615,0.8950824924,0.9389179756,0.9979559748,1.1375760412,1.1203703704,1.1607197316,1.0985088116,1.1145879899,1.2428001772,1.3161980082,1.2515257193,1.335929612,1.3629852457,1.2795790671,1.4375440079,1.4715616743,1.777457441,1.8795017601,1.9251101322,2.0768115942,2.0115840167,2.0679773837,2.0996314652,2.1601960045,2.3058560239,2.2189421894,2.3891523775,2.1035435435,2.5780230212,2.8160515524,2.5521628499,2.6862072906,3.148537219,3.1958878087,3.2377954495,3.4242225859,3.3061664511,2.3768903088,2.7433385993,2.5742244431,2.220131606,2.0694063927,2.9072847682,3.1389551053,3.6439461001,3.1324574209,3.0346658942,3.8376019185,3.59431894,4.3034868296,3.9016563147,4.0159708602,3.7297622352,3.6838242041,3.9977268594,4.1310780334,4.2429697295,4.3503156397,3.8773276851,4.288217258,3.8714335421,4.5076365519,4.2237595012,5.2265552461,5.0772052693,3.4744952616,4.3059416403,5.1789676797,4.0779634049,3.9943262411,5.1560312101,5.0930122346,5.2752718172,5.2923308629,5.8053267626,6.1026650161,5.9097785794,5.5462866466,5.9313838802,5.7282133246,6.5018548966,6.878990852,7.9436502109,8.6879174903,9.1449592293,9.3155666501,10.4534090578,10.1597430198,10.9623464282,12.1292554737,12.5986466219,11.5055545551,11.9480054624,11.8039614295,10.9190397411,10.9944343077,11.8078013158,12.0655012015,11.898383203,12.2420117789,11.7528845907,10.0607956414,10.4359110906,9.7593969236,9.8901190557,11.686838945,11.4513160684,11.355024005,10.7091534237,9.5080817038,9.6754855152,11.8733686671,10.5015300217,11.0091042121,11.7124907418,10.5354159708,13.0529438103,10.809831996,10.57868801,9.5717410383,8.8502652214,9.1542500342,9.1726287046,10.3500420127,9.3685265702,8.6899443313,10.1053826045,9.1875673096,8.5415078011,8.0542409957,8.3419487285,7.4304554365,6.5611252121
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1774164933,0.4044287575,0.3947381912,0.4401166309,0.4827878806,0.5224809294,0.4062619743,0.5902950133,0.6164058796,0.45418886,0.4751974426,0.4896887138,0.4983342394,0.6460138012,0.7721277154,1.0367933097,1.1174558364,0.6603978897,0.8501967397,0.5556214395,0.8620938569,0.9406149367,1.0497994002,0.9312917483,0.9398844732,0.8840746016,0.8070893423,0.7327308657,0.6806004133,1.1331993057,1.0241091965,0.8486121146,0.9571174736,0.9354093154,0.9252298117,0.9275310562,0.894585319,0.8530768932,0.7320507804,0.7609439444,0.7107838778,0.6871363378,0.6970180748,0.7108133096,0.6995869339,0.6847161461,0.6770799389,0.6609037859,0.5960848066,0.6235012664,0.551054518,0.5136045165,0.5222468899,0.5220358114,0.5774365513,0.5851302688,0.592056967,0.5809338541,0.6127995238,0.6096465579,0.6064929629,,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.070913756,0.1402220608,0.0692542576,0.0682932886,0.0672079965,0.0660125424,0.0647466346,0.1269313763,0.1866938221,0.1832875115,0.1802274142,0.1774680154,0.2331076428,0.2294534835,0.2255126569,0.2212033462,0.3250542988,0.3186512362,0.2611139596,0.3611158009,0.3586382923,0.357788403,0.3577485074,0.4084796665,0.4068874956,0.4037734464,0.3496249478,0.3457255747,0.4404580764,0.4868635366,0.4864630598,0.536590125,0.5395980218,0.5928960276,0.6473195088,0.6527713109,0.6586978051,0.7666573739,0.8235073929,0.8271531831,0.8281339695,0.8267335569,0.8757018493,0.9764073815,1.1303551744,1.0301940511,1.1386199174,1.0934548914,1.1523315667,1.4735714012,1.636739768,1.481460104,1.6425818882,1.5921953479,1.6491355338,1.6011644833,2.1967637919,1.8828523501,1.8894221803,2.0022531497,,
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147002673,0.0145833333,0.014468245,0.0143389199,0.0142197599,0.0141025641,0.0199818347,0.0237837838,0.0373547811,0.0487329435,0.123769339,0.2473849372,0.3118948824,0.3489368999,0.3841269841,0.3469918699,0.3465393795,0.3426791277,0.3573163327,0.3896546613,0.424427038,0.4375088464,0.4438916528,0.4416058394,0.2871572872,0.4086731392,0.3998485422,0.4894296952,0.4416876423,0.3868442575,0.3946412352,0.426582698,0.4193513746,0.2186562168,0.2025622397,0.2508314633,0.224316143,0.256488071,0.3104763365,0.3271238605,0.2778059071,0.3156437694,0.3000499645,0.3972932697,0.3602359337,0.3326558401,0.3705797621,0.4294365652,0.4424543176,0.4563996854,0.4745103093,0.5537231367,0.6197146048,0.7170686448,0.686752218,0.7254536217,0.8070298357,0.907476622,1.065857526,1.1408821074,1.0230358268,1.3851925911,1.571856152,1.6891579858,2.0406862431,2.2952027407,2.2658996529,2.399296394,2.1373378837,1.6383259445,1.5812974591,1.7635661329,2.0210877,1.6406143885,1.5710045719,2.0792617617,2.208064591,1.2204013008,2.0036296115,2.0621702981,1.5521198323,1.8585370207,1.7509058415,1.696257134,1.8677979147,1.9336464481,2.0419630687,2.1693757429,2.2273527437,2.1763906774,2.2206945541,2.1105178014,2.1365115163,2.2560609862,2.2805441752,2.3467517521
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009290061,0.0070328496,0.003321256,0.0249733341,0.0073185464,0.0141243504,0.0326405739,0.0659567927,0.0517360134,0.0336003924,0.0408226944,0.0380948095,0.0331127572,0.0346427097,0.0378736782,0.0358109721,0.0376935784,0.0567507462,0.0594170875,0.0647742784,0.0628664059,0.0585257331,0.0527518938,0.0491056171,0.0438395807,0.0421091907,0.0391714117,0.0492391103,0.1228259414,0.1645051875,0.2113406847,0.2019277127,0.2126937935,0.2225211724,0.2189242149,0.2090397263,0.2151167009,0.2951381515,0.3525764183,0.4761855403,0.4794411542,0.4823424605,0.4653000073,0.4906947483,0.4361323793,0.3968344451,0.463134529,0.5177479215,0.4682446696,0.5753006187,0.5964177123,0.6322506117,0.714079997,0.8240214656,0.8699485649,0.8150908375,0.5888010805,0.6686201125,0.5612347312,0.6036382217,0.627055003,0.6788416225,0.6194595271,0.6653746016,0.7748642866,0.8405914842,0.9022983346,0.9158645911,0.9778328588,1.0062993089,1.1075211778,1.1991032207,1.1824858421,1.2907797363,1.2619911813,1.4365778564,1.4069701395,1.3690962146,1.2965403628,1.3358953485,1.3581609335,1.3771352401,1.5519384127,1.3977075433,1.5421977263,1.6162948102,1.685249652,1.8715892727,1.8866546802,2.088937708,1.8209307145,1.8123643313,2.0692761197,2.0714943255,2.2531728129,2.3634156791,2.5001352108,2.5123942049,2.481971367,2.5240994602,2.4871622332,2.5613690343
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1216723631,0.1442860776,0.170580584,0.1797502332,0.1974907177,0.1900248472,0.212063182,0.2341438393,0.228104076,0.2246204842,0.2234567033,0.2038959159,0.2198966113,0.3693473828,0.3915989315,0.3209263059,0.3904726664,0.3367526907,0.3564710758,0.3276706348,0.3827304526,0.393722267,0.4264695189,0.4876254818,0.476935018,0.4982639931,0.5114050733,0.51855782,0.5315504308,0.5221025094,0.4583074453,0.3876405805,0.3682774603,0.3911122365,0.3257016528,0.3977938123,0.3934543892,0.4779895815,0.4762120396,0.49226792,0.490920226,0.596743545,0.6235046271,0.6966870682,0.7820399189,0.9209193636,0.8452183348,0.9865099714,0.9886986667,0.9639501588,0.966617034,0.9968666473,1.008477793,1.0905064911,1.0558223494,1.0665762281,1.1269538756,1.1304948738,1.0677646343,1.0511182971,1.008882135,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0487727015,0.0478142373,0.0472591822,0.0469057152,0.1242969454,0.1542709924,0.152888622,0.1360768628,0.1940690859,0.1915046912,0.0872617655,0.0862406899,0.0852908223,0.0983431102,0.0969486361,0.1088722199,0.0931734139,0.0908728276,0.1016038397,0.1506771912,0.1260425726,0.2316496615,0.3201245576,0.1117984173,0.2056879393,0.2616409223,0.2727529966,0.2827575362,0.3234067575,0.2897661417,0.2659630734,0.2994149232,0.2925002925,0.2289839846,0.274655744,0.2111094763,0.2458457653,0.2904716497,0.3023461684,0.3238344948,0.3236271922,0.5217280322,0.5410456938,0.2481489538,0.0856687811,0.2982868842,0.2565666858,0.6208296824,0.3456007956,0.9384902014,0.8737204863,5.7607882923,8.9810116955,10.5192491595,8.8465916348,7.7527798392,7.5937594383,7.4479451374,6.7982532294,6.7829955294,6.6799828479,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148601458,0.0073325927,0.0036181937,0.0107121746,0.0140955028,0.0173882143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0575422813,0.0924512755,0.1067519538,0.1583133867,0.1721959958,0.1750527677,0.1659588422,0.1654219365,0.1522405915,0.1751296587,0.1783091339,0.1708218582,0.1207532679,0.1207306385,0.0837456442,0.1006931218,0.0977093626,,
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0366746536,0.032302018,0.0240053074,0.0237861238,0.0157126415,0.0155691644,0.0154270181,0.0191076916,0.0265065259,0.0337686418,0.0408959388,0.0368386664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0635612636,11.8543876661,12.0521294019,11.1981823777,12.6395191939,12.5036702138,11.872243327,11.0773581688,11.0742375154,11.4426696154,11.0082920304,12.6113665026,12.7665191639,12.4669015108,12.0445503277,14.0318555813,13.0313788749,10.9893768446,13.6726963628,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006774543,0.0006679706,0.0006586197,,,,,0.0002045975,0.0002017333,0.0047738223,0.0033176623,0.0051694739,0.00939097,0.0136321562,0.0111999752,0.0116873896,0.0152688977,0.0147823236,0.0152968635,0.0156074375,0.0147718767,0.016747367,0.0173996141,0.0163803889,0.0253268531,0.0315747958,0.0401005432,0.0628536061,0.0591660353,0.0571029681,0.0621824031,0.0459486237,0.0556345493,0.053825242,0.036712319,0.0351487152,0.0309308188,0.0399875236,0.0531437031,0.0514401521,0.0514388632,0.0396934621,0.0479037304,0.0418593683,0.0441847544,0.0522106959,0.0589312156,0.0590844601,0.0604736772,0.0624345762,0.0596947123,0.057342293,0.0566082524,0.0538581145,0.0377323008,0.0634460138,0.0706880028,0.0808535107,0.079454541,0.0889019055,0.0640132912,0.0648989463,0.0698792452,0.0722952942,0.0680366816,0.0713132077,0.0760994899,0.0801672382,0.0820156561,0.0782845401,,
